Name,Description,Size,NA0,BS1,BS4,,,SRA Accession,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS569226,hydrothermal vent metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,ERS785411,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,ERS785566,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4293845,marine sediment metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4327376,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS2789986,marine sediment metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS958499,hot springs metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS851330,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1609419,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3454704,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS2594289,marine sediment metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,ERS1222778,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3454766,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4414903,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3454792,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3455281,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,ERS1798585,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,ERS785432,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,ERS785443,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3454498,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS631671,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS631696,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS631705,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS631726,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS631740,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3455271,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS2789969,marine sediment metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1572638,peat metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3454739,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,ERS1456378,soil metagenome,,,SRS4347107,activated sludge metagenome,,,,,
,,,,,,,,,,,,,,,,,ERS785384,soil metagenome,,,,,
,,,,,,,,,,,,,ERS785451,soil metagenome,,,SRS3454959,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS3454745,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3454658,soil metagenome,,,SRS3455209,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS3038152,aquatic metagenome,,,,,
,,,,,,,,,,,,,SRS3455137,soil metagenome,,,SRS958488,hot springs metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS2592950,marine sediment metagenome,,,,,
,,,,,,,,,,,,,SRS3454958,soil metagenome,,,ERS785460,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS3454642,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1572648,peat metagenome,,,ERS1456357,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS3454733,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1572627,peat metagenome,,,SRS4189900,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS958433,hot springs metagenome,,,,,
,,,,,,,,,,,,,SRS3454629,soil metagenome,,,SRS2592997,marine sediment metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1609415,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,ERS785439,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1630835,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4179253,marine sediment metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,ERS785379,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4189882,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1157462,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1157462,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1157462,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3454812,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS2592869,marine sediment metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3454494,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS2789959,marine sediment metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3454660,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4414922,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS851328,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,ERS785383,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3454641,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4414915,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4414922,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,ERS785407,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3455127,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,ERS785463,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3454830,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4414917,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS2593003,marine sediment metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,DRS026690,sediment metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3454741,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,ERS1456400,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,ERS1798556,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3454521,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3454947,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,ERS785399,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,ERS1482851,aquatic metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS2592999,marine sediment metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3454495,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1609416,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS2023668,aquatic metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,ERS980744,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3038103,aquatic metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3455159,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4189877,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4414903,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3454708,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3455118,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1212629,sediment metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4189902,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS2592868,marine sediment metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3454756,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3454954,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS958471,hot springs metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,ERS1222787,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS851323,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3454961,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3455136,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,ERS1798503,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3454753,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3454490,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4311853,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3454740,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3454883,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3454752,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4189889,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4189860,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4353179,freshwater sediment metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS958484,hot springs metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,ERS1456384,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1565960,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3455025,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3454987,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4374053,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4414899,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3454770,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3454686,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3454665,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3454509,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3455260,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4414917,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3455170,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3455129,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS958486,hot springs metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS2593031,marine sediment metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,ERS785385,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS631664,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS631689,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS631698,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS631720,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS631734,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4414899,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1609401,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS3454638,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS3455014,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,ERS980746,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,ERS785392,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS3454492,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS3038054,aquatic metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS3455126,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS2592871,marine sediment metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS2594301,marine sediment metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS3454738,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS3454639,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS3454510,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,ERS1798511,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS631665,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS631690,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS631699,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS631721,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS631735,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS851331,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS3174525,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS3454525,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS3454496,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,ERS785376,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS4216700,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS2592955,marine sediment metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS2592902,marine sediment metagenome,,,,,
