Name,Description,Size,NA0,BS1,BS4,,,SRA Accession,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1609400,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4414897,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4414923,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1921922,aquatic metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3454720,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3455130,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4189820,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS2594220,marine sediment metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,ERS1456358,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3455089,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS2594291,marine sediment metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,ERS1798676,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1928864,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3455006,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4189828,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4414922,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS2592959,marine sediment metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,ERS1798520,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,ERS785368,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,ERS785488,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS851315,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3454713,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS3454536,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3454636,soil metagenome,,,SRS3455114,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS4293816,marine sediment metagenome,,,,,
,,,,,,,,,,,,,SRS3454462,soil metagenome,,,ERS785369,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1609395,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4414915,soil metagenome,,,SRS3454464,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS3455211,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4414910,soil metagenome,,,SRS4391951,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,DRS033213,hot springs metagenome,,,,,
,,,,,,,,,,,,,ERS785454,soil metagenome,,,SRS4179408,marine sediment metagenome,,,,,
,,,,,,,,,,,,,,,,,ERS785394,soil metagenome,,,,,
,,,,,,,,,,,,,SRS942334,soil metagenome,,,SRS3454634,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS4189898,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3454663,soil metagenome,,,SRS4331313,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS4347338,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3455164,soil metagenome,,,SRS4391956,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS4414910,soil metagenome,,,,,
,,,,,,,,,,,,,ERS2518417,soil metagenome,,,SRS2593436,marine sediment metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS4179455,marine sediment metagenome,,,,,
,,,,,,,,,,,,,SRS4189858,soil metagenome,,,SRS942374,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1572621,peat metagenome,,,,,
,,,,,,,,,,,,,SRS4189855,soil metagenome,,,SRS4189844,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS4414912,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4414899,soil metagenome,,,SRS2593375,marine sediment metagenome,,,,,
,,,,,,,,,,,,,,,,,ERS1798649,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4414923,soil metagenome,,,SRS4414912,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS958426,hot springs metagenome,,,,,
,,,,,,,,,,,,,SRS2592901,marine sediment metagenome,,,SRS2593504,marine sediment metagenome,,,,,
,,,,,,,,,,,,,,,,,ERS1798505,soil metagenome,,,,,
,,,,,,,,,,,,,SRS851319,soil metagenome,,,SRS1572619,peat metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS3455169,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1565957,soil metagenome,,,SRS2593029,marine sediment metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS631672,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3454493,soil metagenome,,,SRS631706,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS631728,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4189856,soil metagenome,,,SRS631684,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS851322,soil metagenome,,,,,
,,,,,,,,,,,,,ERS1798526,soil metagenome,,,SRS4189897,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS4414912,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3455009,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS3454855,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS3455278,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS3455162,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS2592948,marine sediment metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS3454709,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS4414923,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS2594221,marine sediment metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS2757960,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS3454854,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS3455274,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS4189826,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS4414917,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS2592878,marine sediment metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS2594304,marine sediment metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS2594509,marine sediment metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS2872829,sediment metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,ERS785552,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS3455272,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS4293846,marine sediment metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,ERS785462,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS942335,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS3454515,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS3454982,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,ERS980811,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,ERS785365,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,ERS785459,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS1565969,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS1609377,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS4189832,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,ERS785370,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS1708359,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS3454773,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS3454984,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS3455138,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS4414910,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS4414899,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS4414903,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS4414899,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS2757961,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS3454712,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS4189896,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS4189830,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS4311884,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS4414914,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS2594217,marine sediment metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,ERS1798523,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS3454633,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS3454472,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS3455338,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS4414922,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS2593006,marine sediment metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS2789957,marine sediment metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,ERS1222769,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,ERS785500,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS1565975,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS4189899,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS1609418,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS4189862,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS4414899,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS2594303,marine sediment metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS4331671,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS1011102,freshwater metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS2907354,hot springs metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS1961673,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS3454526,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS3038048,aquatic metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,ERS1798635,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS1609363,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS3454640,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS3455012,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS3455264,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS4189901,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS4189825,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS4293840,marine sediment metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS942322,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,,,,,
